https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=4727&discid=1249 - עילי בוטנר,עילי בוטנר
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=4065&discid=1546 - סופר עד שלוש,עודד גדיר
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=4065&discid=1547 - כשהלוויתן ישן,עודד גדיר
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1126&discid=499 - עד שמצאתי אותך,פבלו רוזנברג
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1126&discid=669 - העולם שלנו,פבלו רוזנברג
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1126&discid=470 - האוסף,פבלו רוזנברג
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=828&discid=1195 - שר צ'יזיק,פיטר רוט
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2167&discid=725 - אריאל קליינר ופרויקט הגומיה,פרוייקט הגומיה
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=843&discid=438 - האוסף המשולש,צביקה פיק
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=843&discid=437 - המראה,צביקה פיק
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=843&discid=436 - מוסיקה,צביקה פיק
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1202&discid=1408 - כתוב בשמים,קובי פרץ
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1202&discid=69 - כמה אהבה,קובי פרץ
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1202&discid=70 - כל מה שיש בי,קובי פרץ
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=4314&discid=72 - מבול,קרן פלס
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=4314&discid=101 - אם אלה החיים,קרן פלס
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=3706&discid=400 - ביום הכי בהיר,קובי אפללו
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=3706&discid=402 - בא מן השתיקה,קובי אפללו
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=862&discid=1261 - פשוט כל כך,קורין אלאל
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=862&discid=373 - הכחול של השמיים,קורין אלאל
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=862&discid=372 - תנינענק,קורין אלאל
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=856&discid=1057 - מזמורי נבוכים,קובי אוז
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=3683&discid=1454 - קרן לוי,קרן לוי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=5262&discid=884 - מה אעשה עכשיו,קרולינה
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2964&discid=277 - לא עוצרת - מהדורה מלאה,רוני
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2964&discid=944 - עולם שלם בחוץ,רוני
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=905&discid=61 - רמזים,ריטה
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=905&discid=64 - חמצן,ריטה
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=905&discid=66 - ימי התום,ריטה
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=920&discid=1450 - סיטואציה מורכבת,רמי קלינשטיין
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=920&discid=1064 - Live,רמי קלינשטיין
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=920&discid=656 - כל מה שתרצי,רמי קלינשטיין
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=4123&discid=280 - שווים,רן דנקר
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=885&discid=1355 - המראות ונחיתות,רונה קינן
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=885&discid=503 - שירים ליואל,רונה קינן
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=885&discid=502 - עיניים זרות,רונה קינן
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2570&discid=1378 - מרגיש בטוח,רגב הוד
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2570&discid=1223 - נשבענו,רגב הוד
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=915&discid=403 - פורטיס משולש,רמי פורטיס
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=915&discid=281 - חצי אוטומטי,רמי פורטיס
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=915&discid=282 - רץ על הקצה,רמי פורטיס
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1387&discid=1416 - חיכיתי לך / אלבום חפלה,רינת בר
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=896&discid=1149 - העולם המופלא,רוקפור
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1137&discid=1144 - הערות שוליים,רונית רולנד
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=9152&discid=1198 - כיס אוויר,רוני אלטר
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2675&discid=1455 - שלג בשרב,שירי מימון
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2675&discid=67 - רגע לפני ש...,שירי מימון
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2675&discid=68 - שירי מימון,שירי מימון
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=975&discid=1179 - עונת ההופעות - דיסק 3,שלמה ארצי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=975&discid=1178 - עונת ההופעות - דיסק 2,שלמה ארצי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=975&discid=1177 - עונת ההופעות - דיסק 1,שלמה ארצי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1015&discid=1505 - שרית חדד,שרית חדד
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1015&discid=1336 - 20,שרית חדד
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=960&discid=1409 - שלום חנוך עם משה לוי בהופעה,שלום חנוך
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=960&discid=284 - שלום חנוך,שלום חנוך
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=960&discid=285 - אור ישראלי,שלום חנוך
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=966&discid=1504 - אחד למסיבה,שלומי שבת
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=966&discid=1503 - אחד לנשמה,שלומי שבת
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=966&discid=1203 - שתדעי,שלומי שבת
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2672&discid=1496 - כל הימים,שי גבסו
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2672&discid=836 - קרוואן,שי גבסו
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2672&discid=682 - במקומי,שי גבסו
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=955&discid=492 - המיטב,שימי תבורי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=955&discid=457 - את בראש שלי,שימי תבורי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=955&discid=458 - לילה עם כוכב,שימי תבורי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=945&discid=476 - לאור הזכרונות,שושנה דמארי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=945&discid=474 - ביתי שלי,שושנה דמארי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=945&discid=475 - אור,שושנה דמארי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=965&discid=830 - מגדל הפזמון,שלומי שבן
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=965&discid=310 - עיר,שלומי שבן
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=965&discid=311 - שלומי שבן,שלומי שבן
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=952&discid=430 - להפסיק לאכול עוגות,שייגעצ
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=952&discid=431 - משקאות חריפים,שייגעצ
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=952&discid=432 - ניו יורק רפיח,שייגעצ
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2916&discid=1623 - מיסירלו,שלומי סרנגה
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2916&discid=556 - מונו,שלומי סרנגה
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2916&discid=491 - הזמן הישן,שלומי סרנגה
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=934&discid=1439 - פרה פרה,שב"ק ס'
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=939&discid=733 - נקודה טובה,שולי רנד
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=4503&discid=1382 - יום אחד תבקשי,שיר לוי
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=2276&discid=721 - כולם רוצים את האמת,שי 360
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1021&discid=412 - לאספנים בלבד,תיסלם
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1021&discid=411 - תיסלם 2,תיסלם
https://shironet.mako.co.il/artist?type=disc&lang=1&prfid=1021&discid=410 - רדיו חזק,תיסלם
